          1405684463,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   65

          1405684463,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   65

          1405684463,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   65

          1405684463,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   65

          1405684463,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   65

          1405684463,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   44

          1405684463,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   44

          1405684463,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   44

          1405684463,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   44

          1405684463,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   44

          1405684463,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   65

          1405684463,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   44

          1405684463,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   56

          1405684463,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   55

          1405684463,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   57

          1405684463,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   55

          1405684463,        d8:c7:c8:5e:7c:83,        SUTD_Student,   57

          1405684463,        d8:c7:c8:5e:7c:82,          SUTD_Staff,   57

          1405684463,        d8:c7:c8:5e:7c:84,            SUTD_BOT,   57

          1405684463,        d8:c7:c8:5e:7c:85,           SUTD_GLAB,   56

          1405684463,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   63

          1405684463,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   63

          1405684463,        d8:c7:c8:5e:7d:83,        SUTD_Student,   73

          1405684463,        d8:c7:c8:5e:7d:82,          SUTD_Staff,   73

          1405684463,        d8:c7:c8:5e:7d:84,            SUTD_BOT,   73

          1405684463,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   79

          1405684463,        d8:c7:c8:5e:7d:85,           SUTD_GLAB,   74

          1405684463,        d8:c7:c8:5e:80:a5,           SUTD_GLAB,   81

          1405684463,        d8:c7:c8:5e:80:a3,        SUTD_Student,   80

          1405684463,        d8:c7:c8:5e:73:5c,          SUTD_Staff,   85

          1405684463,        d8:c7:c8:5e:73:5d,        SUTD_Student,   86

          1405684463,        d8:c7:c8:11:80:e6,           SUTD_GLAB,   92

          1405684463,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   49

          1405684463,        d8:c7:c8:5e:7c:80,          SUTD_Guest,   57

          1405684463,        a0:f3:c1:3c:d5:9a,              ai-hub,   72

          1405684463,        d8:c7:c8:5e:80:a0,          SUTD_Guest,   80

          1405684463,        d8:c7:c8:5e:73:59,          SUTD_Guest,   86

          1405684463,        00:0b:86:75:43:e2,          SUTD_Staff,   74

          1405684463,        00:0b:86:75:43:e3,        SUTD_Student,   74

          1405684463,        00:0b:86:75:43:e1,           SUTD_ILP2,   75

          1405684463,        d8:c7:c8:5e:73:58,           SUTD_GLAB,   85

          1405684463,        d8:c7:c8:5e:80:a2,          SUTD_Staff,   81

          1405684463,        24:de:c6:f1:51:96,           SUTD_GLAB,   86

          1405684463,        d8:c7:c8:5e:73:5a,            SUTD_BOT,   86

          1405684463,        24:de:c6:f1:51:94,           SUTD_ILP2,   86

          1405684463,        24:de:c6:f1:51:93,            SUTD_BOT,   86

          1405684463,        24:de:c6:f1:51:91,          SUTD_Staff,   86

          1405684463,        24:de:c6:f1:51:92,        SUTD_Student,   87

          1405684463,        00:0b:86:75:43:e0,          SUTD_Guest,   75

          1405684463,        24:de:c6:f1:51:90,          SUTD_Guest,   86

          1405684463,        24:de:c6:f1:51:95,                    ,   86

          1405684465,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   65

          1405684465,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   65

          1405684465,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   65

          1405684465,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   65

          1405684465,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   65

