          1405754924,        d8:c7:c8:11:8a:89,           SUTD_GLAB,   74

          1405754924,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   73

          1405754924,        d8:c7:c8:11:82:a9,           SUTD_GLAB,   73

          1405754924,        d8:c7:c8:5e:78:0e,           SUTD_GLAB,   59

          1405754924,        d8:c7:c8:5e:77:fc,            SUTD_BOT,   57

          1405754924,        d8:c7:c8:5e:77:fe,           SUTD_GLAB,   57

          1405754924,        d8:c7:c8:5e:77:fb,        SUTD_Student,   57

          1405754924,        d8:c7:c8:5e:77:f9,           SUTD_ILP2,   57

          1405754924,        d8:c7:c8:5e:77:fa,          SUTD_Staff,   57

          1405754924,        40:16:7e:f3:c4:1c,         RMIL_Bridge,   91

          1405754924,        d8:c7:c8:5e:78:2c,           SUTD_ILP2,   76

          1405754924,        d8:c7:c8:5e:78:2e,           SUTD_GLAB,   76

          1405754924,        ca:07:43:1b:bc:22,PD193298CC004Name93290C00017A,   48

          1405754924,        d8:c7:c8:5e:77:fd,                    ,   64

          1405754924,        d8:c7:c8:5e:77:f8,          SUTD_Guest,   57

          1405754924,        d8:c7:c8:5e:78:09,           SUTD_ILP2,   59

          1405754924,        d8:c7:c8:5e:78:0a,          SUTD_Staff,   59

          1405754924,        d8:c7:c8:5e:7a:2a,          SUTD_Staff,   67

          1405754924,        d8:c7:c8:5e:7a:29,           SUTD_ILP2,   68

          1405754924,        d8:c7:c8:5e:7a:2e,           SUTD_GLAB,   67

          1405754924,        d8:c7:c8:5e:7a:2c,            SUTD_BOT,   67

          1405754924,        d8:c7:c8:5e:7a:2b,        SUTD_Student,   67

          1405754924,        d8:c7:c8:5e:78:01,           SUTD_ILP2,   63

          1405754924,        d8:c7:c8:5e:77:f1,           SUTD_ILP2,   64

          1405754924,        d8:c7:c8:11:8a:3e,           SUTD_GLAB,   67

          1405754924,        d8:c7:c8:5e:7a:ee,           SUTD_GLAB,   83

          1405754924,        d8:c7:c8:5e:7a:e9,           SUTD_ILP2,   83

          1405754924,        d8:c7:c8:5e:7a:28,          SUTD_Guest,   67

          1405754924,        d8:c7:c8:5e:7a:2d,                    ,   78

          1405754924,        d8:c7:c8:5e:7a:21,           SUTD_ILP2,   76

