          1405919368,        d8:c7:c8:5e:7f:ac,            SUTD_BOT,   42

          1405919368,        d8:c7:c8:5e:7f:a9,           SUTD_ILP2,   41

          1405919368,        d8:c7:c8:5e:7f:aa,          SUTD_Staff,   41

          1405919368,        d8:c7:c8:5e:7f:ab,        SUTD_Student,   41

          1405919368,        d8:c7:c8:5e:7f:ad,           SUTD_GLAB,   42

          1405919368,        d8:c7:c8:5e:6f:3a,          SUTD_Staff,   54

          1405919368,        d8:c7:c8:5e:6f:3b,        SUTD_Student,   54

          1405919368,        d8:c7:c8:5e:6f:3c,            SUTD_BOT,   54

          1405919368,        d8:c7:c8:5e:6f:39,           SUTD_ILP2,   55

          1405919368,        d8:c7:c8:5e:6f:3d,           SUTD_GLAB,   55

          1405919368,        d8:c7:c8:5e:7f:ed,           SUTD_GLAB,   43

          1405919368,        d8:c7:c8:5e:7f:e9,           SUTD_ILP2,   43

          1405919368,        d8:c7:c8:5e:7f:a1,           SUTD_ILP2,   54

          1405919368,        d8:c7:c8:5e:6f:34,            SUTD_BOT,   55

          1405919368,        d8:c7:c8:5e:6f:31,           SUTD_ILP2,   50

          1405919368,        d8:c7:c8:5e:7f:e1,           SUTD_ILP2,   49

          1405919368,        d8:c7:c8:5e:73:d5,           SUTD_GLAB,   67

          1405919368,        d8:c7:c8:5e:70:c1,           SUTD_ILP2,   62

          1405919368,        d8:c7:c8:5e:70:c5,           SUTD_GLAB,   62

          1405919368,        d8:c7:c8:5e:80:42,          SUTD_Staff,   63

          1405919368,        d8:c7:c8:5e:80:43,        SUTD_Student,   63

          1405919368,        d8:c7:c8:5e:80:41,           SUTD_ILP2,   62

          1405919368,        d8:c7:c8:5e:80:45,           SUTD_GLAB,   62

          1405919368,        d8:c7:c8:5e:80:44,            SUTD_BOT,   64

          1405919368,        68:7f:74:70:1b:f6,SUTD LT5 Crestron AV,   61

          1405919368,        d8:c7:c8:5e:7f:a8,          SUTD_Guest,   42

          1405919368,        d8:c7:c8:5e:6f:38,          SUTD_Guest,   55

          1405919368,        d8:c7:c8:5e:80:40,          SUTD_Guest,   63

          1405919368,        d8:c7:c8:5e:7f:e5,           SUTD_GLAB,   49

          1405919368,        d8:c7:c8:5e:7f:a5,           SUTD_GLAB,   59

          1405919368,        d8:c7:c8:5e:7f:a3,        SUTD_Student,   56

          1405919368,        d8:c7:c8:5e:7f:a2,          SUTD_Staff,   64

          1405919368,        d8:c7:c8:5e:80:4d,           SUTD_GLAB,   65

          1405919368,        d8:c7:c8:5e:80:49,           SUTD_ILP2,   65

          1405919368,        d8:c7:c8:5e:7f:a4,            SUTD_BOT,   59

          1405919368,        d8:c7:c8:5e:70:c4,            SUTD_BOT,   62

          1405919368,        d8:c7:c8:5e:70:c2,          SUTD_Staff,   63

          1405919368,        d8:c7:c8:5e:70:c3,        SUTD_Student,   62

          1405919368,        d8:c7:c8:5e:7f:a0,          SUTD_Guest,   56

          1405919368,        d8:c7:c8:5e:7f:ec,            SUTD_BOT,   43

          1405919368,        d8:c7:c8:5e:7f:ea,          SUTD_Staff,   43

          1405919368,        d8:c7:c8:5e:7f:eb,        SUTD_Student,   43

          1405919368,        d8:c7:c8:5e:7f:e3,        SUTD_Student,   50

          1405919368,        d8:c7:c8:5e:70:cd,           SUTD_GLAB,   64

          1405919368,        d8:c7:c8:5e:70:c9,           SUTD_ILP2,   64

          1405919368,        d8:c7:c8:5e:73:d3,        SUTD_Student,   67

          1405919368,        d8:c7:c8:5e:73:d1,           SUTD_ILP2,   69

          1405919368,        d8:c7:c8:5e:73:d4,            SUTD_BOT,   67

          1405919368,        d8:c7:c8:5e:73:d2,          SUTD_Staff,   67

          1405919368,        d8:c7:c8:5e:7f:e8,          SUTD_Guest,   44

          1405919368,        d8:c7:c8:5e:73:d0,          SUTD_Guest,   67

          1405919368,        d8:c7:c8:5e:7f:e2,          SUTD_Staff,   50

          1405919368,        d8:c7:c8:5e:7d:25,           SUTD_GLAB,   87

          1405919368,        d8:c7:c8:5e:7f:e0,          SUTD_Guest,   50

          1405919368,        d8:c7:c8:5e:70:ca,          SUTD_Staff,   64

          1405919368,        d8:c7:c8:5e:70:cc,            SUTD_BOT,   64

          1405919368,        d8:c7:c8:5e:70:cb,        SUTD_Student,   64

          1405919368,        d8:c7:c8:5e:80:9a,          SUTD_Staff,   82

          1405919368,        d8:c7:c8:5e:80:99,           SUTD_ILP2,   82

          1405919368,        d8:c7:c8:5e:80:9b,        SUTD_Student,   84

          1405919368,        d8:c7:c8:5e:7a:21,           SUTD_ILP2,   90

          1405919368,        d8:c7:c8:5e:7a:26,           SUTD_GLAB,   93

          1405919368,        ca:07:43:1b:bc:22,PD193298CC004Name93290C00017A,   92

          1405919368,        d8:c7:c8:5e:70:c8,          SUTD_Guest,   64

          1405919368,        d8:c7:c8:5e:80:98,          SUTD_Guest,   83

          1405919368,        d8:c7:c8:5e:80:4a,          SUTD_Staff,   64

          1405919368,        d8:c7:c8:5e:80:4c,            SUTD_BOT,   65

          1405919368,        d8:c7:c8:5e:80:4b,        SUTD_Student,   65

          1405919368,        d8:c7:c8:5e:73:da,          SUTD_Staff,   72

          1405919368,        d8:c7:c8:5e:73:dd,           SUTD_GLAB,   71

          1405919368,        d8:c7:c8:5e:73:db,        SUTD_Student,   68

          1405919368,        d8:c7:c8:5e:73:d9,           SUTD_ILP2,   71

          1405919368,        d8:c7:c8:5e:73:dc,            SUTD_BOT,   69

          1405919368,        d8:c7:c8:5e:82:f5,           SUTD_GLAB,   92

          1405919368,        d8:c7:c8:5e:80:35,           SUTD_GLAB,   92

          1405919368,        d8:c7:c8:5e:78:26,           SUTD_GLAB,   90

          1405919368,        d8:c7:c8:5e:80:48,          SUTD_Guest,   65

          1405919368,        d8:c7:c8:5e:73:d8,          SUTD_Guest,   72

