          1405870771,        d8:c7:c8:5e:7a:c9,           SUTD_GLAB,   79
          1405870771,        d8:c7:c8:5e:79:5b,        SUTD_Student,   55
          1405870771,        d8:c7:c8:5e:79:5a,          SUTD_Staff,   55
          1405870771,        d8:c7:c8:5e:79:79,           SUTD_GLAB,   58
          1405870771,        d8:c7:c8:5e:79:7a,          SUTD_Staff,   58
          1405870771,        d8:c7:c8:5e:79:7c,            SUTD_BOT,   58
          1405870771,        d8:c7:c8:5e:79:5c,            SUTD_BOT,   55
          1405870771,        d8:c7:c8:5e:7a:dc,            SUTD_BOT,   51
          1405870771,        d8:c7:c8:5e:7a:db,        SUTD_Student,   51
          1405870771,        d8:c7:c8:5e:7a:da,          SUTD_Staff,   51
          1405870771,        d8:c7:c8:5e:79:59,           SUTD_GLAB,   55
          1405870771,        d8:c7:c8:5e:79:7b,        SUTD_Student,   58
          1405870771,        d8:c7:c8:5e:79:51,           SUTD_GLAB,   70
          1405870771,        d8:c7:c8:5e:7a:d9,           SUTD_GLAB,   51
          1405870771,        d8:c7:c8:5e:75:09,           SUTD_GLAB,   74
          1405870771,        d8:c7:c8:5e:68:e1,           SUTD_GLAB,   83
          1405870771,        d8:c7:c8:5e:79:78,          SUTD_Guest,   58
          1405870771,        d8:c7:c8:5e:79:58,          SUTD_Guest,   55
          1405870771,        d8:c7:c8:5e:7a:d8,          SUTD_Guest,   51
          1405870771,        d8:c7:c8:5e:7a:c1,           SUTD_GLAB,   67
          1405870771,        d8:c7:c8:5e:75:0a,          SUTD_Staff,   77
          1405870771,        d8:c7:c8:5e:7a:c2,          SUTD_Staff,   57
          1405870771,        d8:c7:c8:5e:7a:c3,        SUTD_Student,   57
          1405870771,        d8:c7:c8:5e:7a:c4,            SUTD_BOT,   57
          1405870771,        d8:c7:c8:5e:7a:c0,          SUTD_Guest,   58
          1405870771,        d8:c7:c8:11:86:e9,           SUTD_ILP2,   87
          1405870771,        d8:c7:c8:11:86:ee,           SUTD_GLAB,   86
          1405870771,        d8:c7:c8:5e:7a:cb,        SUTD_Student,   78
          1405870771,        d8:c7:c8:5e:7a:cc,            SUTD_BOT,   77
          1405870771,        d8:c7:c8:5e:7a:ca,          SUTD_Staff,   78
          1405870771,        d8:c7:c8:5e:7a:c8,          SUTD_Guest,   77
          1405870771,        d8:c7:c8:11:84:1c,            SUTD_BOT,   86
          1405870771,        d8:c7:c8:11:84:1a,          SUTD_Staff,   87
          1405870771,        d8:c7:c8:11:84:19,           SUTD_ILP2,   87
          1405870771,        d8:c7:c8:11:84:1e,           SUTD_GLAB,   87
          1405870771,        d8:c7:c8:11:84:1b,        SUTD_Student,   87
          1405870771,        d8:c7:c8:5e:78:26,           SUTD_GLAB,   89
          1405870771,        d8:c7:c8:11:84:18,          SUTD_Guest,   86
          1405870771,        d8:c7:c8:11:84:1d,                    ,   87
          1405870771,        d8:c7:c8:5e:7a:d1,           SUTD_GLAB,   52
          1405870771,        d8:c7:c8:5e:7a:d2,          SUTD_Staff,   54
          1405870771,        d8:c7:c8:5e:7a:d3,        SUTD_Student,   54
          1405870771,        d8:c7:c8:5e:7a:d4,            SUTD_BOT,   54
          1405870771,        d8:c7:c8:5e:75:01,           SUTD_GLAB,   65
          1405870771,        d8:c7:c8:5e:75:02,          SUTD_Staff,   67
          1405870771,        d8:c7:c8:5e:75:04,            SUTD_BOT,   68
          1405870771,        d8:c7:c8:5e:75:03,        SUTD_Student,   68
          1405870771,        d8:c7:c8:5e:79:71,           SUTD_GLAB,   52
          1405870771,        d8:c7:c8:5e:79:74,            SUTD_BOT,   54
          1405870771,        d8:c7:c8:5e:79:72,          SUTD_Staff,   54
          1405870771,        d8:c7:c8:5e:79:54,            SUTD_BOT,   70
          1405870771,        d8:c7:c8:5e:79:53,        SUTD_Student,   70
          1405870771,        d8:c7:c8:5e:79:52,          SUTD_Staff,   71
          1405870771,        d8:c7:c8:5e:7a:ea,          SUTD_Staff,   91
          1405870771,        d8:c7:c8:5e:7a:e9,           SUTD_ILP2,   91
          1405870771,        d8:c7:c8:11:86:e1,           SUTD_ILP2,   89
          1405870771,        d8:c7:c8:11:86:e6,           SUTD_GLAB,   89
          1405870771,        ca:07:43:1b:bc:22,PD193298CC004Name93290C00017A,   92
          1405870771,        d8:c7:c8:5e:7a:d0,          SUTD_Guest,   57
          1405870771,        d8:c7:c8:5e:75:00,          SUTD_Guest,   69
          1405870771,        d8:c7:c8:5e:79:70,          SUTD_Guest,   54
          1405870771,        d8:c7:c8:5e:79:50,          SUTD_Guest,   71
          1405870771,        d8:c7:c8:5e:7a:ed,                    ,   90
          1405870771,        d8:c7:c8:5e:79:73,        SUTD_Student,   51
          1405870771,        d8:c7:c8:5e:73:50,           SUTD_GLAB,   81
          1405870771,        d8:c7:c8:11:84:8c,            SUTD_BOT,   88
          1405870771,        d8:c7:c8:11:84:8b,        SUTD_Student,   88
          1405870771,        d8:c7:c8:11:84:89,           SUTD_ILP2,   88
          1405870771,        d8:c7:c8:11:84:8e,           SUTD_GLAB,   88
          1405870771,        d8:c7:c8:11:84:8a,          SUTD_Staff,   89
          1405870771,        d8:c7:c8:11:84:81,           SUTD_ILP2,   87
          1405870771,        d8:c7:c8:11:84:88,          SUTD_Guest,   88
          1405870771,        d8:c7:c8:11:84:8d,                    ,   89
          1405870774,        d8:c7:c8:5e:7a:c9,           SUTD_GLAB,   79
          1405870774,        d8:c7:c8:5e:79:5b,        SUTD_Student,   55
          1405870774,        d8:c7:c8:5e:79:5a,          SUTD_Staff,   55
          1405870774,        d8:c7:c8:5e:79:79,           SUTD_GLAB,   58
          1405870774,        d8:c7:c8:5e:79:7a,          SUTD_Staff,   58
          1405870774,        d8:c7:c8:5e:79:7c,            SUTD_BOT,   58
          1405870774,        d8:c7:c8:5e:79:5c,            SUTD_BOT,   55
          1405870774,        d8:c7:c8:5e:7a:dc,            SUTD_BOT,   51
          1405870774,        d8:c7:c8:5e:7a:db,        SUTD_Student,   51
          1405870774,        d8:c7:c8:5e:7a:da,          SUTD_Staff,   51
          1405870774,        d8:c7:c8:5e:79:59,           SUTD_GLAB,   55
          1405870774,        d8:c7:c8:5e:79:7b,        SUTD_Student,   58
          1405870774,        d8:c7:c8:5e:79:51,           SUTD_GLAB,   70
          1405870774,        d8:c7:c8:5e:7a:d9,           SUTD_GLAB,   51
          1405870774,        d8:c7:c8:5e:75:09,           SUTD_GLAB,   74
          1405870774,        d8:c7:c8:5e:68:e1,           SUTD_GLAB,   83
          1405870774,        d8:c7:c8:5e:79:78,          SUTD_Guest,   58
          1405870774,        d8:c7:c8:5e:79:58,          SUTD_Guest,   55
          1405870774,        d8:c7:c8:5e:7a:d8,          SUTD_Guest,   51
          1405870774,        d8:c7:c8:5e:7a:c1,           SUTD_GLAB,   67
          1405870774,        d8:c7:c8:5e:75:0a,          SUTD_Staff,   77
          1405870774,        d8:c7:c8:5e:7a:c2,          SUTD_Staff,   57
          1405870774,        d8:c7:c8:5e:7a:c3,        SUTD_Student,   57
          1405870774,        d8:c7:c8:5e:7a:c4,            SUTD_BOT,   57
          1405870774,        d8:c7:c8:5e:7a:c0,          SUTD_Guest,   58
          1405870774,        d8:c7:c8:11:86:e9,           SUTD_ILP2,   87
          1405870774,        d8:c7:c8:11:86:ee,           SUTD_GLAB,   86
          1405870774,        d8:c7:c8:5e:7a:cb,        SUTD_Student,   78
          1405870774,        d8:c7:c8:5e:7a:cc,            SUTD_BOT,   77
          1405870774,        d8:c7:c8:5e:7a:ca,          SUTD_Staff,   78
          1405870774,        d8:c7:c8:5e:7a:c8,          SUTD_Guest,   77
          1405870774,        d8:c7:c8:11:84:1c,            SUTD_BOT,   86
          1405870774,        d8:c7:c8:11:84:1a,          SUTD_Staff,   87
          1405870774,        d8:c7:c8:11:84:19,           SUTD_ILP2,   87
          1405870774,        d8:c7:c8:11:84:1e,           SUTD_GLAB,   87
          1405870774,        d8:c7:c8:11:84:1b,        SUTD_Student,   87
          1405870774,        d8:c7:c8:5e:78:26,           SUTD_GLAB,   89
          1405870774,        d8:c7:c8:11:84:18,          SUTD_Guest,   86
          1405870774,        d8:c7:c8:11:84:1d,                    ,   87
          1405870774,        d8:c7:c8:5e:7a:d1,           SUTD_GLAB,   52
          1405870774,        d8:c7:c8:5e:7a:d2,          SUTD_Staff,   54
          1405870774,        d8:c7:c8:5e:7a:d3,        SUTD_Student,   54
          1405870774,        d8:c7:c8:5e:7a:d4,            SUTD_BOT,   54
          1405870774,        d8:c7:c8:5e:75:01,           SUTD_GLAB,   65
          1405870774,        d8:c7:c8:5e:75:02,          SUTD_Staff,   67
          1405870774,        d8:c7:c8:5e:75:04,            SUTD_BOT,   68
          1405870774,        d8:c7:c8:5e:75:03,        SUTD_Student,   68
          1405870774,        d8:c7:c8:5e:79:71,           SUTD_GLAB,   52
          1405870774,        d8:c7:c8:5e:79:74,            SUTD_BOT,   54
          1405870774,        d8:c7:c8:5e:79:72,          SUTD_Staff,   54
          1405870774,        d8:c7:c8:5e:79:54,            SUTD_BOT,   70
          1405870774,        d8:c7:c8:5e:79:53,        SUTD_Student,   70
          1405870774,        d8:c7:c8:5e:79:52,          SUTD_Staff,   71
          1405870774,        d8:c7:c8:5e:7a:ea,          SUTD_Staff,   91
          1405870774,        d8:c7:c8:5e:7a:e9,           SUTD_ILP2,   91
          1405870774,        d8:c7:c8:11:86:e1,           SUTD_ILP2,   89
          1405870774,        d8:c7:c8:11:86:e6,           SUTD_GLAB,   89
          1405870774,        ca:07:43:1b:bc:22,PD193298CC004Name93290C00017A,   92
          1405870774,        d8:c7:c8:5e:7a:d0,          SUTD_Guest,   57
          1405870774,        d8:c7:c8:5e:75:00,          SUTD_Guest,   69
          1405870774,        d8:c7:c8:5e:79:70,          SUTD_Guest,   54
          1405870774,        d8:c7:c8:5e:79:50,          SUTD_Guest,   71
          1405870774,        d8:c7:c8:5e:7a:ed,                    ,   90
          1405870774,        d8:c7:c8:5e:79:73,        SUTD_Student,   51
          1405870774,        d8:c7:c8:5e:73:50,           SUTD_GLAB,   81
          1405870774,        d8:c7:c8:11:84:8c,            SUTD_BOT,   88
          1405870774,        d8:c7:c8:11:84:8b,        SUTD_Student,   88
